year,Base case cost,Modeled residential ashp
2017,344966.912972,267548.028714
2018,373854.049593,292481.335604
2019,412501.858872,325539.247677
2020,435235.132797,345818.420391
2021,454724.985338,363535.866501
2022,472291.767157,379739.258758
2023,487787.736127,394280.855035
2024,506928.771246,412740.195372
2025,522909.006076,427766.057508
2026,539976.226823,443742.566606
2027,556432.519616,459244.486705
2028,572228.637077,474222.570428
2029,594462.928375,495502.489033
2030,609787.652111,510145.517988
2031,628118.888829,527386.043057
