year,Base case cost,Modeled residential ashp
2017,68148.8356516,277081.630979
2018,75514.6156871,243402.215134
2019,86479.7425425,200453.548266
2020,91834.8044952,175971.685031
2021,94643.8151093,156715.439795
2022,97426.4722216,140853.656182
2023,98650.5438481,126850.339287
2024,99344.268357,114643.301572
2025,101335.473036,101709.781036
2026,102729.1145,87237.9799123
2027,103841.309431,73714.0923206
2028,104435.361975,61984.8299433
2029,106620.545952,48722.452264
2030,106931.117842,38065.2788338
2031,108414.998395,23277.3663322
