year,Base case cost,Modeled non-residential ashp
2017,200006.800352,290055.357072
2018,212175.644168,303468.770789
2019,228400.769258,321716.318623
2020,235702.075548,329404.52119
2021,240975.241202,334710.321696
2022,244625.894347,338114.215892
2023,247059.66311,340096.71203
2024,249087.803746,341619.35932
2025,251927.200637,344124.747651
2026,254766.597527,346650.334721
2027,257200.366291,348714.618366
2028,259634.135054,350798.165035
2029,262473.531945,353381.552008
2030,264096.044453,354540.223341
2031,266935.441344,357159.921051
