year,annotation,consumption,consumption residential,consumption non-residential
2003,,166776.0,78466.0,88310.0
2004,,563761.0,446158.0,117603.0
2005,,240817.0,85782.0,155035.0
2006,,304451.0,85466.0,218985.0
2007,,227961.0,81188.0,146773.0
2008,,256096.0,91710.0,164386.0
2009,,240046.0,98086.0,141960.0
2010,,282536.0,111334.0,171202.0
2011,,296576.0,109337.0,187239.0
2012,,275060.0,116198.0,158862.0
2013,,271043.0,92712.0,178331.0
2014,,268141.0,80525.0,187616.0
2015,,262771.0,71659.0,191112.0
2016,start of forecast,283290.0,97603.0,185686.0
2017,,280950.0,95263.0,185686.0
2018,,278353.0,92667.0,185686.0
2019,,276105.0,90419.0,185686.0
2020,,273892.0,88206.0,185686.0
2021,,271714.0,86028.0,185686.0
2022,,269899.0,84213.0,185686.0
2023,,268375.0,82688.0,185686.0
2024,,266889.0,81203.0,185686.0
2025,,265300.0,79614.0,185686.0
2026,,263275.0,77589.0,185686.0
2027,,261454.0,75768.0,185686.0
2028,,259672.0,73986.0,185686.0
2029,,258060.0,72374.0,185686.0
2030,,256600.0,70914.0,185686.0
2031,,255238.0,69551.0,185686.0
2032,,254000.0,68313.0,185686.0
2033,,252694.0,67007.0,185686.0
2034,,251639.0,65952.0,185686.0
2035,,250567.0,64881.0,185686.0
2036,,249614.0,63927.0,185686.0
2037,,248493.0,62807.0,185686.0
2038,,247443.0,61757.0,185686.0
2039,,246549.0,60863.0,185686.0
2040,,245929.0,60243.0,185686.0
