year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation solar [kWh/year],generation diesel [kWh/year]
2003,,1914.69,0.0,0.0,0.0
2004,,1914.69,328840.0,0.0,328840.0
2005,,1914.69,439419.0,0.0,439419.0
2006,,1914.69,188803.0,0.0,188803.0
2007,,1914.69,0.0,0.0,0.0
2008,,1914.69,0.0,0.0,0.0
2009,,1914.69,81439.0,0.0,81439.0
2010,,1914.69,360561.0,0.0,360561.0
2011,,1914.69,318030.0,0.0,318030.0
2012,,1914.69,333563.0,0.0,333563.0
2013,,1914.69,296851.0,0.0,296851.0
2014,,1914.69,255041.0,0.0,255041.0
2015,,1914.69,298784.0,0.0,298784.0
2016,start of forecast,1914.69,299000.0,2772.0,296228.0
2017,,1914.69,296000.0,2772.0,293228.0
2018,,1914.69,294000.0,2772.0,291228.0
2019,,1914.69,291000.0,2772.0,288228.0
2020,,1914.69,289000.0,2772.0,286228.0
2021,,1914.69,287000.0,2772.0,284228.0
2022,,1914.69,285000.0,2772.0,282228.0
2023,,1914.69,283000.0,2772.0,280228.0
2024,,1914.69,282000.0,2772.0,279228.0
2025,,1914.69,280000.0,2772.0,277228.0
2026,,1914.69,278000.0,2772.0,275228.0
2027,,1914.69,276000.0,2772.0,273228.0
2028,,1914.69,274000.0,2772.0,271228.0
2029,,1914.69,272000.0,2772.0,269228.0
2030,,1914.69,271000.0,2772.0,268228.0
2031,,1914.69,269000.0,2772.0,266228.0
2032,,1914.69,268000.0,2772.0,265228.0
2033,,1914.69,267000.0,2772.0,264228.0
2034,,1914.69,265000.0,2772.0,262228.0
2035,,1914.69,264000.0,2772.0,261228.0
2036,,1914.69,263000.0,2772.0,260228.0
2037,,1914.69,262000.0,2772.0,259228.0
2038,,1914.69,261000.0,2772.0,258228.0
2039,,1914.69,260000.0,2772.0,257228.0
2040,,1914.69,259000.0,2772.0,256228.0
