year,Base case cost,Modeled non-residential ashp
2017,493832.142403,510694.548997
2018,547207.360051,559649.801517
2019,626664.801033,632976.323127
2020,665469.597791,668786.94996
2021,685824.747169,687145.986054
2022,705988.929142,705741.793304
2023,714859.013392,713471.241392
2024,719886.002587,717642.753465
2025,734315.022003,730931.136718
2026,744413.873189,739746.772222
2027,752473.256748,746665.519619
2028,756777.985326,750114.771076
2029,772612.65183,764666.221896
2030,774863.172767,766203.845233
2031,785615.9304,775530.807663
