year,Base case cost,Modeled residential ashp
2017,2166549.39519,3163698.08057
2018,2392196.07996,3282230.88629
2019,2704256.72456,3445980.00607
2020,2850225.46401,3521912.74769
2021,2944675.82482,3571045.69814
2022,3014508.42905,3603800.42116
2023,3066872.08899,3627325.72906
2024,3098044.3228,3637899.13997
2025,3133467.01471,3648603.24441
2026,3193232.46548,3675410.57856
2027,3227682.0885,3685141.6141
2028,3253259.7405,3690120.44321
2029,3290870.40752,3698892.75819
2030,3311223.66698,3698647.19476
2031,3347459.34535,3706044.52107
