year,Base case cost,Modeled non-residential ashp
2017,4466734.78402,5668108.23603
2018,4925863.64807,6060078.18492
2019,5561580.53676,6602805.80646
2020,5861780.17864,6859093.84996
2021,6056027.00574,7024927.28988
2022,6214956.22791,7160609.19527
2023,6338567.84516,7266139.56612
2024,6426861.85747,7341518.40245
2025,6532814.67226,7431973.00604
2026,6674085.09196,7552579.14416
2027,6780037.90675,7643033.74775
2028,6868331.91906,7718412.58407
2029,6991943.53631,7823942.95493
2030,7080237.54863,7899321.79125
2031,7203849.16587,8004852.16211
