year,annotation,consumption,consumption residential,consumption non-residential
2003,,2282653.0,875788.0,1406865.0
2004,,2286621.0,967385.0,1319236.0
2005,,2145773.0,939040.0,1206733.0
2006,,2215216.0,952025.0,1263191.0
2007,,2199563.0,937165.0,1262398.0
2008,,2186249.0,963853.0,1222396.0
2009,,2247398.0,996295.0,1251103.0
2010,,2259710.0,993488.0,1266222.0
2011,,2329018.0,1021057.0,1307961.0
2012,,2497173.0,1081566.0,1415607.0
2013,,2437318.0,1065579.0,1371739.0
2014,,2358182.0,1003506.0,1354676.0
2015,,2376543.0,980473.0,1396070.0
2016,start of forecast,2439104.0,1064942.0,1374162.0
2017,,2454788.0,1080626.0,1374162.0
2018,,2470765.0,1096603.0,1374162.0
2019,,2487044.0,1112882.0,1374162.0
2020,,2503586.0,1129425.0,1374162.0
2021,,2520410.0,1146248.0,1374162.0
2022,,2537612.0,1163451.0,1374162.0
2023,,2555247.0,1181085.0,1374162.0
2024,,2573237.0,1199076.0,1374162.0
2025,,2591515.0,1217353.0,1374162.0
2026,,2610016.0,1235855.0,1374162.0
2027,,2628744.0,1254583.0,1374162.0
2028,,2647747.0,1273585.0,1374162.0
2029,,2667266.0,1293104.0,1374162.0
2030,,2687046.0,1312884.0,1374162.0
2031,,2707120.0,1332959.0,1374162.0
2032,,2727356.0,1353194.0,1374162.0
2033,,2747888.0,1373727.0,1374162.0
2034,,2768801.0,1394639.0,1374162.0
2035,,2790102.0,1415940.0,1374162.0
2036,,2811857.0,1437695.0,1374162.0
2037,,2834071.0,1459909.0,1374162.0
2038,,2856803.0,1482641.0,1374162.0
2039,,2879705.0,1505543.0,1374162.0
2040,,2902980.0,1528818.0,1374162.0
