year,Base case cost,Modeled non-residential ashp
2017,683924.151165,863373.8024
2018,723778.458025,894395.119213
2019,777980.315355,937906.639747
2020,803487.071745,956678.375835
2021,821022.966763,968633.114831
2022,835370.517233,977905.504655
2023,843341.378605,981736.144217
2024,851312.239977,985638.583435
2025,860877.273623,990989.957774
2026,872036.479544,997788.623861
2027,880007.340916,1001896.52205
2028,887978.202288,1006069.72164
2029,899137.408209,1013064.32867
2030,903919.925032,1014605.93888
2031,915079.130953,1021723.63886
