year,Base case cost,Modeled residential ashp
2017,16990.2281954,22962.7822932
2018,16384.8961926,21639.0784943
2019,18763.6413201,23092.8659559
2020,19896.3770951,23673.9259699
2021,17504.1935659,20835.5375001
2022,17983.3696086,20940.3990607
2023,18334.7653732,20966.946945
2024,18622.2709988,20956.6501629
2025,15521.1798677,17540.076217
2026,15860.8995059,17546.524187
2027,16148.3545843,17527.4276734
2028,12759.5556389,13847.5400818
2029,13003.3895213,13782.1861411
2030,13165.9454429,13684.2786812
2031,13430.0988156,13636.2134225
