year,Base case cost,Modeled non-residential ashp
2017,118316.869915,127633.208681
2018,131667.266395,139675.299823
2019,150782.60681,157093.170983
2020,159885.149865,165198.716914
2021,166256.930004,170770.758086
2022,170808.201531,174656.470667
2023,174145.800651,177420.576089
2024,176876.563568,179627.80041
2025,180214.162688,182407.793174
2026,184158.598012,185760.370408
2027,187496.197132,188555.514522
2028,190530.37815,191075.509549
2029,194171.395372,194167.562599
2030,196598.740186,196136.749453
2031,200543.17551,199525.042059
