year,Base case cost,Modeled non-residential ashp
2017,1114830.51935,1396331.85757
2018,1179046.6169,1447692.22725
2019,1268949.15346,1521949.99879
2020,1310047.45589,1553077.3903
2021,1340871.18271,1575222.14245
2022,1361420.33392,1588381.34381
2023,1376832.19733,1597105.58083
2024,1389675.41684,1603668.79178
2025,1402518.63635,1610344.97997
2026,1423067.78756,1623961.64188
2027,1435911.00707,1630855.90295
2028,1448754.22658,1637855.38229
2029,1466734.73389,1649511.04341
2030,1477009.3095,1654436.90414
2031,1494989.81681,1666290.90138
