year,Base case cost,Modeled residential ashp
2017,99274.4129148,172888.9725
2018,108477.55845,173848.084189
2019,121361.9622,175708.009608
2020,127672.690567,176038.410892
2021,125709.199059,169727.074698
2022,128967.567842,169266.202042
2023,130972.717862,168581.384764
2024,132727.22413,167871.996231
2025,134983.017903,167287.428221
2026,137489.455429,166777.102916
2027,139745.249202,166240.460264
2028,134554.006164,158681.200098
2029,144006.192995,165186.007818
2030,145510.05551,164567.135035
2031,148267.136788,164219.777197
