year,Base case cost,Modeled residential ashp
2017,625375.914292,1087727.65373
2018,690081.879854,1108431.90023
2019,786848.879083,1146072.92279
2020,830207.807815,1157619.72847
2021,862727.004363,1164414.59804
2022,884406.468729,1166453.00906
2023,901750.040222,1166697.48004
2024,910082.162764,1160468.14202
2025,925180.221395,1160001.26376
2026,946748.876582,1162639.45633
2027,956905.437108,1157569.82078
2028,966906.864784,1152508.49191
2029,983984.494248,1153504.00552
2030,989494.896201,1146625.06417
2031,1005457.19821,1144455.397
