year,annotation,consumption,consumption residential,consumption non-residential
2003,,3558909.0,1396038.0,2162871.0
2004,,3825924.0,1469642.0,2356282.0
2005,,3875690.0,1522969.0,2352721.0
2006,,3882270.0,1496397.0,2385873.0
2007,,4058732.0,1502643.0,2556089.0
2008,,4036974.0,1557466.0,2479508.0
2009,,4022259.0,1574668.0,2447591.0
2010,,4168442.0,1644273.0,2524169.0
2011,,3859637.0,1475315.0,2384322.0
2012,,4059367.0,1538741.0,2520626.0
2013,,3673266.0,1429205.0,2244061.0
2014,,3607719.0,1355999.0,2251720.0
2015,,3418791.0,1277294.0,2141497.0
2016,start of forecast,3687351.0,1474925.0,2212426.0
2017,,3687051.0,1474625.0,2212426.0
2018,,3686813.0,1474387.0,2212426.0
2019,,3686650.0,1474224.0,2212426.0
2020,,3686565.0,1474139.0,2212426.0
2021,,3686588.0,1474162.0,2212426.0
2022,,3686633.0,1474207.0,2212426.0
2023,,3686710.0,1474284.0,2212426.0
2024,,3686813.0,1474387.0,2212426.0
2025,,3686972.0,1474546.0,2212426.0
2026,,3687212.0,1474786.0,2212426.0
2027,,3687645.0,1475219.0,2212426.0
2028,,3688186.0,1475760.0,2212426.0
2029,,3688532.0,1476106.0,2212426.0
2030,,3689057.0,1476631.0,2212426.0
2031,,3689751.0,1477325.0,2212426.0
2032,,3690727.0,1478301.0,2212426.0
2033,,3691793.0,1479367.0,2212426.0
2034,,3692936.0,1480510.0,2212426.0
2035,,3694043.0,1481617.0,2212426.0
2036,,3695121.0,1482695.0,2212426.0
2037,,3696171.0,1483745.0,2212426.0
2038,,3697273.0,1484847.0,2212426.0
2039,,3698480.0,1486054.0,2212426.0
2040,,3699745.0,1487319.0,2212426.0
