year,Base case cost,Modeled residential ashp
2017,255262.823195,334770.661099
2018,272033.256829,346439.136859
2019,303346.069016,370807.617494
2020,314368.886301,378570.85058
2021,322036.933107,383971.360554
2022,336958.141721,397191.916542
2023,340899.425498,399999.431902
2024,344348.048802,402456.007842
2025,348289.332579,405263.523202
2026,362828.559848,418385.539951
2027,367383.172017,421664.662651
2028,370925.648148,424215.091417
2029,375480.260317,427494.214117
2030,378010.600411,429315.948951
2031,383577.348617,433323.765584
