year,Base case cost,Modeled non-residential ashp
2017,267906.358744,333128.082154
2018,285507.456129,349139.320106
2019,309464.505346,370932.393986
2020,320709.650897,381161.796011
2021,328532.360846,388277.901768
2022,334399.393307,393614.981085
2023,338310.748281,397173.033963
2024,341733.183884,400286.330232
2025,345644.538858,403844.38311
2026,350533.732576,408291.949208
2027,354934.006922,412294.758696
2028,358356.442525,415408.054965
2029,362756.716871,419410.864453
2030,365201.31373,421634.647502
2031,370579.426819,426526.970209
