year,Base case cost,Modeled residential energy efficiency
2017,386380.676408,368904.687306
2018,407340.559511,384795.847067
2019,447925.528063,418481.719956
2020,461691.104491,429008.94536
2021,471267.157659,436332.232598
2022,491335.938048,454711.438539
2023,496254.239415,458503.356941
2024,500557.753112,461821.285542
2025,505476.054479,465613.203944
2026,525048.055181,483777.22594
2027,530727.70335,488189.693273
2028,535145.207481,491621.61231
2029,540824.85565,496034.079643
2030,543980.215744,498485.450383
2031,550922.00795,503878.466013
2032,571487.353873,523035.83323
2033,577960.91754,528101.41819
2034,570485.240531,519076.964604
2035,574902.744663,522508.883641
2036,581844.536869,527901.89927
