year,Base case cost,Modeled non-residential ashp
2017,1035140.76625,1188601.73485
2018,1117939.80924,1262969.94408
2019,1225884.4442,1360709.82755
2020,1291155.92099,1419553.84971
2021,1348165.61238,1471237.94193
2022,1397936.33312,1516166.19353
2023,1441074.45984,1555354.63331
2024,1481587.81575,1591986.77142
2025,1528799.25657,1635178.19138
2026,1579626.75876,1681845.3025
2027,1625408.78231,1723942.03674
2028,1675228.81062,1770139.04806
2029,1728497.92934,1819434.62767
2030,1773606.56267,1861451.77924
2031,1828422.12489,1912411.18547
