year,Base case cost,Modeled residential ashp
2017,1035140.76625,1275216.42993
2018,1117939.80924,1345338.54768
2019,1225884.4442,1438114.41375
2020,1291155.92099,1493577.76429
2021,1348165.61238,1542354.81765
2022,1397936.33312,1584592.72967
2023,1441074.45984,1621476.99814
2024,1481587.81575,1655848.97574
2025,1528799.25657,1696737.93922
2026,1579626.75876,1741059.29055
2027,1625408.78231,1781021.80385
2028,1675228.81062,1825124.62185
2029,1728497.92934,1872194.54699
2030,1773606.56267,1912365.31859
2031,1828422.12489,1961174.52226
