year,Base case cost,Modeled residential ashp
2017,142358.159382,1055362.04029
2018,150615.127115,1046818.11975
2019,161801.986625,1040793.86094
2020,165719.580594,1029344.60218
2021,169417.085659,1018414.65019
2022,173521.55373,1008486.24448
2023,176865.147393,998315.478122
2024,178476.74794,986786.774558
2025,180356.948577,975756.443147
2026,182774.349397,965417.529865
2027,184654.550035,954963.054626
2028,186266.150581,944586.38644
2029,188414.95131,934881.128104
2030,189757.951765,924840.729889
2031,190301.842995,914054.299793
