year,Base case cost,Modeled transmission and interties
2021,1130702.25751,2923264.74113
2022,1161427.86234,2927581.07458
2023,1181759.90521,2923675.69116
2024,1199579.83974,2914809.7845
2025,1221055.69365,2911706.39435
2026,1248667.50582,2915299.87552
2027,1270775.58638,2913962.12654
2028,1289192.62387,2909491.57615
2029,1313748.67385,2911681.46053
2030,1329096.20508,2905206.74941
2031,1354325.71389,2910629.06644
2032,1381965.01418,2915898.85513
2033,1410305.26141,2923881.95315
2034,1437958.30575,2931656.50675
2035,1456393.66865,2930698.85276
2036,1487119.27347,2942456.90768
2037,1503228.83636,2940073.68969
2038,1533969.71236,2952722.41467
2039,1555488.32555,2956592.32883
2040,1587017.1942,2970860.60633
