year,Base case cost,Modeled non-residential ashp
2017,929537.010279,949707.42462
2018,984587.40895,1000511.57978
2019,1060811.03788,1070855.79461
2020,1096805.52932,1104073.89606
2021,1120096.0826,1125567.9617
2022,1139151.98984,1143154.01541
2023,1151855.92799,1154878.05122
2024,1162442.54312,1164648.08106
2025,1175146.48127,1176372.11686
2026,1189967.74246,1190050.15863
2027,1202671.68061,1201774.19444
2028,1213258.29574,1211544.22428
2029,1228079.55692,1225222.26605
2030,1236548.84902,1233038.28992
2031,1251370.1102,1246716.33169
