year,Base case cost,Modeled residential ashp
2017,1339570.2763,1503277.87718
2018,1415146.98571,1570888.8394
2019,1523677.38373,1671833.90252
2020,1571464.02373,1711837.33787
2021,1613764.09115,1746430.35152
2022,1637824.65526,1762904.70417
2023,1665275.44268,1782902.14212
2024,1688513.53011,1798831.86407
2025,1704025.75892,1807225.7102
2026,1736390.03224,1832690.29162
2027,1751971.50694,1841488.46195
2028,1767537.23224,1850432.55533
2029,1785343.65694,1861791.61959
2030,1785849.47421,1855955.09434
2031,1805754.41421,1869733.81422
