year,Base case cost,Modeled non-residential ashp
2017,899757.357791,1033386.67702
2018,959676.928225,1088794.10151
2019,1039190.79647,1163242.10043
2020,1082216.69383,1202507.54202
2021,1115402.73494,1232334.65219
2022,1142891.57896,1256722.83011
2023,1165184.44541,1276150.38939
2024,1189992.57123,1298219.75149
2025,1212209.88037,1317703.16601
2026,1237954.99662,1340666.36837
2027,1261151.9133,1361221.13434
2028,1282310.72442,1379859.108
2029,1312147.81457,1407114.96216
2030,1331830.5609,1424438.48228
2031,1358965.9334,1449044.42377
