year,Base case cost,Modeled residential ashp
2017,899757.357791,1129463.49799
2018,959676.928225,1180688.33884
2019,1039190.79647,1250324.97109
2020,1082216.69383,1286199.66022
2021,1115402.73494,1313060.87625
2022,1142891.57896,1334750.54491
2023,1165184.44541,1351722.13936
2024,1189992.57123,1371458.5499
2025,1212209.88037,1388598.31383
2026,1237954.99662,1409149.25457
2027,1261151.9133,1427430.47153
2028,1282310.72442,1443913.63408
2029,1312147.81457,1468933.50034
2030,1331830.5609,1484251.44171
2031,1358965.9334,1506650.28653
