year,Base case cost,Modeled residential ashp
2017,72480.6300835,181617.489732
2018,77846.3504115,173008.495561
2019,85985.5333517,164780.590581
2020,90789.3839384,158505.883503
2021,93901.5563179,151865.281976
2022,96555.7692568,145622.97215
2023,99743.7866428,140767.023846
2024,101615.152501,135210.497783
2025,103852.87238,129701.377269
2026,106291.046928,124303.197351
2027,109632.835477,120181.506736
2028,112656.647449,116344.308198
2029,115198.487949,111460.028951
2030,117208.075077,106872.506227
2031,120898.90616,103394.932902
