year,Base case cost,Modeled non-residential ashp
2017,1345847.27993,1603754.4118
2018,1471908.38993,1702954.69865
2019,1638769.07892,1835122.34465
2020,1727161.06892,1903268.98917
2021,1776579.54791,1938132.95313
2022,1816359.20689,1965067.0286
2023,1837396.26588,1976556.31991
2024,1858232.68486,1987956.83527
2025,1878868.46385,1999265.95291
2026,1901397.42182,2010983.29793
2027,1926016.61081,2025690.87223
2028,1945899.98979,2036560.19309
2029,1962723.37776,2043673.06141
2030,1970208.90573,2043136.7299
2031,1990564.26371,2053177.53064
