year,Base case cost,Modeled residential ashp
2017,1260733.9942,1243040.5946
2018,1429998.06935,1343544.39233
2019,1641958.75277,1463824.70584
2020,1755736.66486,1531762.43299
2021,1841644.61258,1587110.25741
2022,1903206.33263,1623205.20805
2023,1942211.3583,1646930.17206
2024,1965861.95824,1657847.3873
2025,2000734.11302,1674892.80348
2026,2041075.06429,1694860.33922
2027,2085477.2435,1723982.45678
2028,2124936.6081,1748161.75973
2029,2105695.24654,1711093.65957
2030,2084393.20419,1679604.90946
2031,2100149.74396,1674988.0337
