year,Base case cost,Modeled non-residential ashp
2017,353745.743181,397625.162484
2018,395106.668036,427347.447384
2019,452478.27348,468575.132891
2020,480496.964511,488709.583952
2021,499176.091864,502132.551326
2022,513852.549071,512679.168549
2023,524526.33613,520349.43562
2024,532531.676425,526102.135923
2025,543205.463484,533772.402994
2026,555213.473926,542401.453449
2027,565887.260985,550071.72052
2028,573892.60128,555824.420824
2029,585900.611722,564453.471278
2030,592571.728634,569247.388198
2031,605913.962458,578835.222037
