year,Base case cost,Modeled residential ashp
2017,556628.127443,687652.401981
2018,600582.768071,723811.776006
2019,666805.265742,778744.577217
2020,701116.456525,807948.524363
2021,739859.610746,843197.248728
2022,769913.527061,870563.142077
2023,790720.233705,889488.232644
2024,816311.811221,913466.99638
2025,837715.645544,932989.214626
2026,866806.065154,959929.215863
2027,888846.183069,980087.717701
2028,915847.373465,1005476.09432
2029,944690.980203,1032438.08498
2030,970906.963918,1057310.05721
2031,997268.198108,1081252.07073
