year,Base case cost,Modeled residential ashp
2017,481144.937219,983830.634536
2018,517878.493157,1015226.23988
2019,567529.00505,1060214.32815
2020,594511.235408,1081692.2571
2021,615712.882337,1097279.38534
2022,639947.164764,1115871.93221
2023,654385.648128,1124681.29602
2024,667899.000048,1132661.30693
2025,682647.706342,1142055.69145
2026,699775.203477,1154047.95355
2027,714868.601914,1164049.09781
2028,728990.909954,1173162.34743
2029,754184.377985,1193599.98759
2030,773901.948174,1208466.06962
2031,792155.439644,1222202.0823
