year,annotation,consumption,consumption residential,consumption non-residential
2003,,418635.0,249358.0,169277.0
2004,,724700.0,242887.0,481813.0
2005,,747761.0,246395.0,501366.0
2006,,923469.0,250184.0,673285.0
2007,,560189.0,236556.0,323633.0
2008,,442591.0,247872.0,194719.0
2009,,467846.0,248704.0,219142.0
2010,,509481.0,278129.0,231352.0
2011,,509916.0,266172.0,243744.0
2012,,517775.0,276600.0,241175.0
2013,,568949.0,314946.0,254003.0
2014,,542719.0,292966.0,249753.0
2015,,472354.0,246238.0,226116.0
2016,start of forecast,501226.0,257935.0,243291.0
2017,,498151.0,254860.0,243291.0
2018,,495239.0,251948.0,243291.0
2019,,492308.0,249017.0,243291.0
2020,,489490.0,246199.0,243291.0
2021,,486757.0,243466.0,243291.0
2022,,484205.0,240914.0,243291.0
2023,,481805.0,238514.0,243291.0
2024,,479394.0,236103.0,243291.0
2025,,476593.0,233302.0,243291.0
2026,,472879.0,229589.0,243291.0
2027,,470109.0,226818.0,243291.0
2028,,467707.0,224416.0,243291.0
2029,,464725.0,221434.0,243291.0
2030,,459645.0,216354.0,243291.0
2031,,456444.0,213153.0,243291.0
2032,,453179.0,209888.0,243291.0
2033,,449727.0,206436.0,243291.0
2034,,446827.0,203537.0,243291.0
2035,,442467.0,199176.0,243291.0
2036,,439513.0,196222.0,243291.0
2037,,436603.0,193312.0,243291.0
2038,,433576.0,190285.0,243291.0
2039,,430734.0,187443.0,243291.0
2040,,427473.0,184183.0,243291.0
