year,Base case cost,Modeled non-residential ashp
2017,206356.609108,280993.198319
2018,219573.249342,293600.331292
2019,237906.008376,311466.335245
2020,246432.873043,319315.386739
2021,252401.67831,324566.4305
2022,256665.110643,328091.858531
2023,259649.513277,330327.636548
2024,262207.572677,332146.178945
2025,265191.97531,334419.910915
2026,269029.06441,337584.830577
2027,272013.467044,339894.758258
2028,274571.526444,341785.712437
2029,278408.615544,345003.034275
2030,280113.988477,346054.823094
2031,283951.077577,349305.064739
