year,annotation,consumption,consumption residential,consumption non-residential
2003,,244021.0,124943.0,119078.0
2004,,245360.0,125867.0,119493.0
2005,,240328.0,121817.0,118511.0
2006,,230449.0,115990.0,114459.0
2007,,223361.0,112628.0,110733.0
2008,,243320.0,110554.0,132766.0
2009,,274919.0,110465.0,164454.0
2010,,301026.0,124966.0,176060.0
2011,,349561.0,164364.0,185197.0
2012,,420268.0,209675.0,210593.0
2013,,375011.0,181783.0,193228.0
2014,,382242.0,164597.0,217645.0
2015,,427650.0,177631.0,250019.0
2016,start of forecast,372781.0,152484.0,220297.0
2017,,370865.0,150568.0,220297.0
2018,,368880.0,148583.0,220297.0
2019,,366973.0,146675.0,220297.0
2020,,365084.0,144787.0,220297.0
2021,,363106.0,142809.0,220297.0
2022,,360984.0,140686.0,220297.0
2023,,358674.0,138376.0,220297.0
2024,,356408.0,136110.0,220297.0
2025,,354221.0,133923.0,220297.0
2026,,352370.0,132073.0,220297.0
2027,,350513.0,130216.0,220297.0
2028,,348697.0,128399.0,220297.0
2029,,346902.0,126605.0,220297.0
2030,,345204.0,124907.0,220297.0
2031,,343725.0,123428.0,220297.0
2032,,342121.0,121824.0,220297.0
2033,,340555.0,120258.0,220297.0
2034,,338950.0,118653.0,220297.0
2035,,337367.0,117070.0,220297.0
2036,,335837.0,115540.0,220297.0
2037,,334233.0,113935.0,220297.0
2038,,332749.0,112452.0,220297.0
2039,,331287.0,110989.0,220297.0
2040,,329869.0,109572.0,220297.0
