year,Base case cost,Modeled residential ashp
2017,211340.482181,545606.033474
2018,227640.201508,558038.287583
2019,251184.240536,578212.158742
2020,262050.720087,585140.886999
2021,261091.13521,580188.470808
2022,266931.065224,582042.388643
2023,270435.023233,581532.540158
2024,264697.9766,571880.287384
2025,268083.732767,571447.126802
2026,273162.367016,572897.44771
2027,266893.412094,562995.437391
2028,270160.966418,562719.612819
2029,274517.705517,563684.928232
2030,276696.075066,562428.635214
2031,271410.787175,553953.153816
