year,Base case cost,Modeled non-residential ashp
2017,152010.722518,255912.6792
2018,163734.610371,266990.822429
2019,180669.115046,283502.18422
2020,188485.040281,290575.015143
2021,194129.875173,295418.986025
2022,198472.055859,298934.808167
2023,201077.36427,300671.283427
2024,203682.672682,302430.431432
2025,206287.981094,304211.720787
2026,210195.943711,307366.555381
2027,212801.252123,309190.582789
2028,215406.560534,311035.230938
2029,218880.305083,313801.29841
2030,220617.177357,314784.467585
2031,224525.139975,318040.046032
