year,Base case cost,Modeled residential ashp
2017,39885.8993493,97796.2460022
2018,43093.1993493,100272.806302
2019,43126.9389345,99688.8464573
2020,45060.5389345,100865.292393
2021,46510.7389345,101544.36813
2022,47477.5389345,101725.580853
2023,48250.9789345,101719.487473
2024,48831.0589345,101525.618002
2025,49604.4989345,101558.231053
2026,50474.6189345,101713.199017
2027,51151.3789345,101679.045999
2028,46349.4093119,96183.9737254
2029,47041.0893119,96206.9433934
2030,47473.3893119,95966.5201732
2031,48337.9893119,96209.9811054
