year,Base case cost,Modeled non-residential ashp
2017,3465532.80507,4016894.47155
2018,3678171.09133,4206374.77693
2019,4016266.17115,4510785.52094
2020,4154949.82566,4634732.27854
2021,4260816.65441,4729020.11685
2022,4323496.89872,4784331.91269
2023,4375159.69306,4829678.89407
2024,4405317.51672,4855626.17575
2025,4439580.96302,4884626.44458
2026,4483890.32236,4922619.99096
2027,4521287.85439,4953701.71003
2028,4537239.29676,4965442.61042
2029,4579870.54689,5001758.04758
2030,4601408.99351,5019085.95222
2031,4676450.2228,5087811.36855
