year,Base case cost,Modeled transmission and interties
2021,280001.796601,853849.877464
2022,289306.992258,862898.637975
2023,295228.480404,868513.998195
2024,301149.96855,874129.358415
2025,307071.456695,879744.718635
2026,314684.798597,887076.779001
2027,321452.21362,893550.489294
2028,327373.701766,899165.849514
2029,334770.384429,906247.901909
2030,339855.504193,911013.870644
2031,347483.183838,918359.739033
2032,355958.383444,926171.7434
2033,363586.063089,933911.442362
2034,372908.782656,942583.413281
2035,377993.902419,947743.212589
2036,387316.621985,956415.183507
2037,392401.741749,961181.152242
2038,400876.941355,969386.987183
2039,407657.101039,975872.88902
2040,417827.340566,985404.82649
