year,Base case cost,Modeled residential ashp
2017,599963.228373,1159989.66369
2018,671771.169269,1173255.31122
2019,772492.419269,1193531.78798
2020,822787.198842,1201531.08979
2021,856495.798842,1202640.32304
2022,881215.438842,1201290.80937
2023,900538.309738,1201069.85478
2024,916331.989738,1197518.47542
2025,935839.729311,1197875.26328
2026,958492.029311,1196824.82606
2027,976613.869311,1194589.94003
2028,994139.440207,1195100.45754
2029,1010592.31931,1189973.47931
2030,1021918.46931,1186213.96584
2031,1044570.76931,1186046.72429
