year,Base case cost,Modeled non-residential ashp
2017,2139310.03466,2164069.64812
2018,2230258.82561,2171713.91056
2019,2599315.1479,2426226.50615
2020,2791029.73998,2563272.50141
2021,2932226.95295,2668023.98316
2022,3141828.90372,2846386.73574
2023,3364296.3628,3050631.32921
2024,3725422.45682,3393534.55762
2025,4084722.28659,3734611.52178
2026,4469088.80482,4095548.64137
2027,4726852.57377,4332486.27819
2028,4940627.81345,4528038.65226
2029,6641609.30013,6205590.74029
2030,8292919.58127,7843884.68885
2031,9794308.15537,9319240.5978
