year,Base case cost,Modeled residential ashp
2017,2139310.03466,1728061.03376
2018,2230258.82561,1678689.69355
2019,2599315.1479,1854805.83551
2020,2791029.73998,1954435.34152
2021,2932226.95295,2034242.49712
2022,3141828.90372,2191224.3987
2023,3364296.3628,2382996.82909
2024,3725422.45682,2713427.89442
2025,4084722.28659,3042032.6955
2026,4469088.80482,3386934.17685
2027,4726852.57377,3609617.913
2028,4940627.81345,3792698.124
2029,6641609.30013,5454214.57379
2030,8292919.58127,7083599.83443
2031,9794308.15537,8541138.36756
