year,Base case cost,Modeled non-residential ashp
2017,233290.581728,329975.904426
2018,248270.368279,344406.05265
2019,267530.093844,363290.99026
2020,276517.965775,371569.392139
2021,282937.874297,377214.012898
2022,287217.813312,380667.252936
2023,290641.764523,383257.45146
2024,293209.727932,384984.07212
2025,296205.685242,387175.479558
2026,300057.630355,390274.125077
2027,303053.587666,392507.657952
2028,305621.551074,394318.553181
2029,309045.502286,397035.222804
2030,311185.471793,398442.387597
2031,314609.423005,401197.37008
