year,Base case cost,Modeled residential ashp
2017,342184.48377,674280.802144
2018,364156.440331,692393.211518
2019,392406.098767,717203.323672
2020,405589.272704,726328.744673
2021,415005.825517,731614.902547
2022,421283.527391,733717.443075
2023,426305.688891,734608.524815
2024,440924.04626,745137.423222
2025,445429.318404,745683.821897
2026,451221.811161,747676.135815
2027,455727.083305,748415.808259
2028,459588.745143,748574.667389
2029,464737.627593,750172.726283
2030,479472.70036,761354.540622
2031,484748.303761,763255.101932
