year,Base case cost,Modeled residential ashp
2017,318902.450969,557228.291412
2018,337875.391861,565142.476464
2019,369651.060821,583843.319955
2020,382269.285973,587760.880389
2021,391176.268433,589260.654669
2022,403812.669921,595543.961222
2023,408341.281406,594297.533029
2024,412115.124311,592635.167218
2025,416643.735796,591590.459117
2026,428926.010065,598159.967037
2027,433529.741805,597382.754469
2028,437366.184923,596167.847635
2029,449961.460255,603328.867052
2030,453080.694919,601812.690142
2031,458539.355581,602012.059182
