year,Base case cost,Modeled non-residential ashp
2017,307882.324066,385680.021185
2018,326199.628051,400501.166957
2019,350857.537261,421016.068795
2020,362834.236021,430249.796891
2021,371288.376322,436374.244766
2022,376924.469856,440017.283983
2023,381151.540006,442435.474928
2024,384674.098465,444256.726163
2025,388901.168615,446737.63419
2026,393832.750457,449877.472753
2027,398059.820608,452418.192451
2028,401582.379066,454359.100674
2029,406513.960908,457585.531313
2030,409332.007675,458953.473401
2031,414263.589517,462234.302438
