year,annotation,consumption,consumption residential,consumption non-residential
2003,,796323.0,286343.0,509980.0
2004,,855723.0,293853.0,561870.0
2005,,884649.0,291518.0,593131.0
2006,,901803.0,306830.0,594973.0
2007,,878036.0,282851.0,595185.0
2008,,830198.0,290068.0,540130.0
2009,,827873.0,287730.0,540143.0
2010,,827803.0,301776.0,526027.0
2011,,883112.0,325467.0,557645.0
2012,,906121.0,308739.0,597382.0
2013,,858927.0,309171.0,549756.0
2014,,840875.0,311692.0,529183.0
2015,,832237.0,317228.0,515009.0
2016,start of forecast,832308.0,300992.0,531316.0
2017,,832253.0,300937.0,531316.0
2018,,832181.0,300865.0,531316.0
2019,,832132.0,300816.0,531316.0
2020,,832067.0,300751.0,531316.0
2021,,832012.0,300696.0,531316.0
2022,,831983.0,300667.0,531316.0
2023,,831954.0,300638.0,531316.0
2024,,831930.0,300614.0,531316.0
2025,,831899.0,300583.0,531316.0
2026,,831813.0,300497.0,531316.0
2027,,831743.0,300427.0,531316.0
2028,,831696.0,300380.0,531316.0
2029,,831649.0,300333.0,531316.0
2030,,831600.0,300284.0,531316.0
2031,,831557.0,300241.0,531316.0
2032,,831503.0,300187.0,531316.0
2033,,831446.0,300130.0,531316.0
2034,,831386.0,300070.0,531316.0
2035,,831275.0,299959.0,531316.0
2036,,831208.0,299892.0,531316.0
2037,,831166.0,299850.0,531316.0
2038,,830978.0,299662.0,531316.0
2039,,830898.0,299582.0,531316.0
2040,,830779.0,299463.0,531316.0
