year,Base case cost,Modeled transmission and interties
2021,607637.984902,2577222.84466
2022,624802.89973,2595580.47778
2023,636818.340109,2608430.82097
2024,647117.289006,2618553.70784
2025,659132.729385,2630512.35803
2026,672864.661248,2645198.46453
2027,684880.101627,2658048.80772
2028,693462.559041,2667227.62428
2029,707194.490903,2681913.73078
2030,715776.948317,2690200.85435
2031,729508.880179,2704886.96085
2032,744957.303524,2720517.13766
2033,758689.235386,2735203.24416
2034,774137.658731,2751725.11397
2035,784436.607628,2761848.00085
2036,799885.030973,2777478.17767
2037,810183.979869,2788492.75754
2038,825632.403214,2804122.93436
2039,837647.843594,2816973.27754
2040,854812.758422,2834439.21767
