year,Base case cost,Modeled non-residential ashp
2017,345789.816634,425245.459117
2018,367813.93455,444655.793329
2019,403505.859972,476775.547688
2020,423438.834493,495053.125863
2021,439173.337486,509654.989251
2022,452849.875125,522460.265655
2023,464375.588987,533376.096652
2024,475249.706406,543727.457331
2025,487053.995542,554921.863602
2026,499819.409201,566990.268273
2027,511922.908816,578483.885024
2028,522496.228287,588621.573877
2029,535715.616467,601143.953069
2030,546526.2408,611518.946785
2031,553389.828774,617685.525771
