year,annotation,consumption,consumption residential,consumption non-residential
2003,,670649.0,437048.0,233601.0
2004,,672564.0,432546.0,240018.0
2005,,679608.0,426557.0,253051.0
2006,,832917.0,456934.0,375983.0
2007,,796126.0,439543.0,356583.0
2008,,784943.0,414024.0,370919.0
2009,,812053.0,448136.0,363917.0
2010,,916348.0,447895.0,468453.0
2011,,939908.0,435480.0,504428.0
2012,,1019892.0,483287.0,536605.0
2013,,1045152.0,483322.0,561830.0
2014,start of forecast,980172.0,445884.0,534288.0
2015,,980152.0,445865.0,534288.0
2016,,980101.0,445813.0,534288.0
2017,,980077.0,445790.0,534288.0
2018,,980048.0,445760.0,534288.0
2019,,980018.0,445730.0,534288.0
2020,,979980.0,445692.0,534288.0
2021,,979942.0,445654.0,534288.0
2022,,979914.0,445626.0,534288.0
2023,,979889.0,445601.0,534288.0
2024,,979856.0,445569.0,534288.0
2025,,979798.0,445510.0,534288.0
2026,,979768.0,445480.0,534288.0
2027,,979739.0,445451.0,534288.0
2028,,979715.0,445427.0,534288.0
2029,,979684.0,445396.0,534288.0
2030,,979653.0,445365.0,534288.0
2031,,979621.0,445334.0,534288.0
2032,,979590.0,445302.0,534288.0
2033,,979559.0,445271.0,534288.0
2034,,979523.0,445236.0,534288.0
2035,,979490.0,445203.0,534288.0
2036,,979457.0,445169.0,534288.0
2037,,979423.0,445136.0,534288.0
2038,,979389.0,445102.0,534288.0
2039,,979341.0,445053.0,534288.0
2040,,979286.0,444998.0,534288.0
