year,Base case cost,Modeled non-residential ashp
2017,172837.594405,221104.846573
2018,190401.59521,239609.130423
2019,215283.929685,265823.532543
2020,226993.263555,278159.721776
2021,235287.375047,286897.855816
2022,231987.385415,283937.412839
2023,236203.157246,288388.255431
2024,239482.090891,291850.021891
2025,243697.862722,296300.864482
2026,248850.472737,301740.783205
2027,253066.244568,306191.625797
2028,256813.597306,310147.930323
2029,250628.644155,304224.166906
2030,253322.339795,307074.576387
2031,258260.781801,312300.327101
