year,Base case cost,Modeled residential ashp
2017,24139.0697807,248397.047322
2018,26400.0974443,245561.549337
2019,28552.0888929,242131.960096
2020,30092.1325686,239195.289053
2021,31064.7917322,236168.808503
2022,31875.3410352,233171.663609
2023,31288.9355029,229080.893031
2024,31759.1440746,226120.875022
2025,31124.375512,222128.280913
2026,31729.825594,219332.904167
2027,32259.5944159,216587.745869
2028,31552.2813077,212729.786945
2029,32063.2422844,210099.097889
2030,31234.5717206,206306.787674
2031,31797.0324424,203797.848471
