year,Base case cost,Modeled non-residential ashp
2017,13508.6988169,58556.7699544
2018,14774.0144236,58957.0288285
2019,16507.9654401,59745.1729795
2020,17398.3727189,59874.7236646
2021,17960.7352108,59756.3397708
2022,18429.3706206,59576.5140405
2023,18710.5518666,59260.2105771
2024,18991.7331125,58956.5745207
2025,19272.9143584,58665.3090114
2026,19647.8226863,58460.8487387
2027,19975.8674733,58230.8236258
2028,20257.0487192,57974.9571495
2029,20585.0935061,57767.7039555
2030,20819.411211,57496.713378
2031,21194.3195389,57348.5394699
