year,Base case cost,Modeled non-residential ashp
2017,1857898.50656,1920698.79988
2018,2105687.48065,2155058.88532
2019,2438093.33313,2469764.66022
2020,2621381.85766,2643588.62877
2021,2753660.19396,2769030.07809
2022,2881012.4907,2890447.02369
2023,2971427.7392,2976690.14366
2024,3073205.92417,3074333.33283
2025,3176675.38119,3173704.05653
2026,3300014.71013,3292117.46534
2027,3421695.26539,3409337.9827
2028,3521482.443,3505561.4938
2029,3667653.15399,3646907.61976
2030,3783389.67056,3759576.95751
2031,3956124.96404,3927120.02648
