year,Base case cost,Modeled residential ashp
2017,1857898.50656,2868702.23405
2018,2105687.48065,2917547.26007
2019,2438093.33313,2989145.10908
2020,2621381.85766,3031190.71489
2021,2753660.19396,3060437.42323
2022,2881012.4907,3097926.67755
2023,2971427.7392,3124145.6068
2024,3073205.92417,3162352.21875
2025,3176675.38119,3202860.20679
2026,3300014.71013,3251320.37988
2027,3421695.26539,3304960.36525
2028,3521482.443,3349788.66812
2029,3667653.15399,3422785.15322
2030,3783389.67056,3490916.30813
2031,3956124.96404,3585291.6919
