year,Base case cost,Modeled non-residential ashp
2017,93477.2153066,144571.033949
2018,98922.3291814,145038.264724
2019,106182.481015,146629.453577
2020,109449.549339,145949.980774
2021,111809.098685,144800.990282
2022,113624.136644,143393.131026
2023,114894.663214,141725.014753
2024,115802.182193,139901.320667
2025,116891.204968,138238.83072
2026,118343.235335,136842.287253
2027,119613.761906,135392.321577
2028,120521.280885,133781.665198
2029,121973.311252,132539.290595
2030,122699.326435,130921.774507
2031,124151.356802,129776.250998
