year,Base case cost,Modeled residential ashp
2017,50157.4843949,137354.571906
2018,54183.6554157,132971.674614
2019,59345.8477637,128534.987092
2020,63004.8232296,125549.311558
2021,65611.4440438,122260.243599
2022,67945.1455199,119185.692075
2023,69987.6893432,116305.105601
2024,72479.8884326,114227.458759
2025,74466.5847863,111606.651067
2026,76712.9090759,109076.080055
2027,78871.975465,106675.492416
2028,80815.9964652,104404.624803
2029,83832.3983389,102901.003115
2030,85701.320315,100849.858856
2031,88101.6570394,98891.5425352
