year,Base case cost,Modeled non-residential ashp
2017,299800.644409,300043.512557
2018,319626.535666,318688.995445
2019,347262.62651,344679.668561
2020,359879.102765,356544.975854
2021,368890.871518,365020.195348
2022,375499.501937,371235.356311
2023,379704.994022,375190.458742
2024,383910.486107,379145.561172
2025,388115.978192,383100.663603
2026,393523.039444,388185.7953
2027,398329.316113,392705.912364
2028,402534.808197,396661.014794
2029,407341.084866,401181.131858
2030,410345.007784,404006.205023
2031,416352.853619,409656.351353
