year,Base case cost,Modeled residential ashp
2017,183903.876334,202171.130222
2018,195009.382658,213012.325229
2019,209816.724424,227467.251904
2020,216883.864812,234366.194182
2021,221595.291737,238965.489033
2022,234419.608606,251701.702129
2023,237220.86392,254438.881972
2024,239321.805405,256491.766855
2025,241772.903805,258886.799217
2026,244924.316033,261966.126541
2027,247725.571348,264703.306384
2028,249826.512833,266756.191267
2029,252627.768147,269493.37111
2030,254728.709633,271546.255992
2031,257880.121861,274625.583316
