year,Base case cost,Modeled non-residential ashp
2017,382705.363938,465017.624795
2018,405816.006977,488191.634496
2019,436630.197696,519090.314098
2020,451336.970539,533837.411181
2021,461141.485768,543668.809236
2022,468845.033448,551393.479137
2023,474447.613579,557011.420883
2024,478649.548677,561224.877192
2025,483551.806291,566140.57622
2026,489854.708938,572460.760684
2027,495457.289069,578078.702429
2028,499659.224167,582292.158739
2029,505261.804298,587910.100485
2030,509463.739396,592123.556794
2031,515766.642043,598443.741258
