year,Base case cost,Modeled non-residential ashp
2017,370011.733707,544166.922473
2018,404669.521823,577855.03828
2019,452163.52776,624020.234016
2020,476552.341619,647726.68588
2021,491955.803004,662699.181794
2022,504792.020824,675176.261723
2023,512493.751517,682662.50968
2024,520195.482209,690148.757637
2025,527897.212902,697635.005594
2026,538166.187158,707616.669537
2027,547151.539633,716350.625487
2028,554853.270325,723836.873444
2029,563838.6228,732570.829394
2030,570256.73171,738809.369359
2031,580525.705966,748791.033301
