year,Base case cost,Modeled residential ashp
2017,187989.228078,215320.509927
2018,205577.582669,231296.138127
2019,227985.583209,251571.177956
2020,241855.208562,264452.358102
2021,253935.305788,275804.127282
2022,270719.602673,292068.189847
2023,280208.150053,301192.573202
2024,289364.02414,310036.306698
2025,305549.813083,325857.931617
2026,316054.409435,335946.340514
2027,326205.305551,345733.072606
2028,342605.121746,361820.748209
2029,353666.932114,372466.371122
2030,369975.884873,388515.206721
2031,381426.693706,399549.828098
